height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age,fee,window,league,season,position_group
184,80,France,70,75,Right,2020,48,69,67,57,53,73,47,41,44,70,75,76,71,62,68,76,69,62,69,70,37,22,65,55,75,60,19,20,17,12,14,13,6,16,23,11100000,summer,Premier League,2019,attacker
200,83,Bosnia Herzegovina,82,84,Right,2016,25,25,25,26,25,25,25,25,23,24,52,58,53,78,41,28,38,36,82,25,42,21,25,25,40,47,25,25,25,84,81,74,80,85,28,11000000,summer,Premier League,2015,goalkeeper
172,73,Germany,80,82,Right,2016,78,67,64,83,61,80,67,62,79,80,78,77,84,82,83,75,82,82,64,70,59,78,78,81,58,69,75,74,76,14,8,13,10,15,28,11000000,summer,1 Bundesliga,2015,midfielder
191,86,Italy,77,81,Left,2018,55,34,79,55,34,48,50,40,61,58,69,77,58,60,54,71,87,69,87,50,65,83,37,47,43,63,83,83,77,4,2,4,3,3,27,11000000,summer,Premier League,2015,defender
174,76,Japan,77,77,Right,2016,67,78,78,73,72,79,52,49,58,76,80,74,84,80,85,76,90,83,65,67,71,42,78,63,66,66,29,41,32,9,5,13,5,5,29,11000000,summer,Premier League,2015,attacker
178,72,Scotland,76,76,Right,2016,58,77,75,72,65,77,66,37,62,78,76,78,78,76,68,73,83,85,76,63,78,52,83,76,78,65,40,48,48,11,10,7,8,15,29,11000000,winter,Premier League,2015,attacker
193,87,Switzerland,74,77,Right,2017,41,32,84,71,32,40,49,37,63,62,48,52,40,72,34,65,51,63,84,43,73,77,45,44,40,63,75,77,70,14,9,10,14,9,27,11000000,winter,Premier League,2015,defender
181,85,Italy,80,85,Right,2019,54,85,79,70,80,74,69,50,48,78,76,80,77,84,66,79,78,77,77,70,81,28,86,60,74,66,20,32,28,5,7,14,11,5,25,11000000,winter,Laliga,2015,attacker
176,70,France,64,73,Left,2017,64,51,41,60,61,69,60,46,53,63,80,84,77,63,72,67,80,72,64,41,62,61,61,50,65,62,62,64,69,10,9,10,13,11,21,11000000,summer,Premier League,2015,defender
180,64,Slovenia,77,82,Right,2018,61,57,31,75,54,86,73,64,70,85,86,83,92,73,84,64,70,75,53,61,59,51,77,81,60,69,33,42,40,12,10,6,5,15,24,11000000,summer,1 Bundesliga,2015,midfielder
184,77,Brazil,77,83,Right,2020,30,23,78,70,31,50,26,26,60,56,70,65,64,72,58,45,83,63,77,35,72,79,26,30,54,63,77,80,78,7,15,9,13,10,23,11000000,winter,Ligue 1,2015,defender
180,70,Croatia,73,77,Right,2018,68,75,60,64,73,80,67,71,50,78,78,69,78,78,74,76,67,73,58,75,68,19,77,59,79,66,20,20,26,8,14,14,7,15,25,11000000,summer,1 Bundesliga,2016,attacker
190,80,Poland,82,84,Right,2017,29,11,88,59,17,51,35,26,59,59,59,65,33,76,55,57,79,69,88,20,86,86,24,23,39,63,85,85,84,10,14,5,8,10,28,11000000,summer,Ligue 1,2016,defender
186,76,Brazil,84,84,Right,2016,48,43,86,64,51,49,32,39,65,64,74,77,67,75,58,70,86,71,80,41,88,83,43,53,49,63,86,87,87,12,6,10,13,12,31,11000000,summer,Serie A,2016,defender
180,70,Morocco,80,84,Left,2021,80,74,53,79,77,77,90,84,77,80,75,72,77,78,66,83,42,79,62,78,60,59,75,88,74,69,40,44,36,11,7,11,8,14,23,11000000,summer,Eredivisie,2016,attacker
185,74,Spain,78,86,Right,2017,55,39,73,74,31,51,30,35,69,74,60,63,53,76,52,45,69,73,72,37,75,82,43,51,53,55,77,80,81,8,12,11,9,7,23,11000000,summer,Laliga,2017,defender
179,70,France,77,83,Left,2017,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,59,29,29,31,8,11,14,10,9,24,11000000,summer,Ligue 1,2017,attacker
187,72,Brazil,79,81,Right,2022,67,42,77,69,48,60,55,46,69,65,64,68,66,78,68,61,75,73,77,50,78,79,51,61,51,68,80,83,80,15,6,15,15,7,26,11000000,summer,Laliga,2017,defender
184,73,France,65,77,Right,2018,63,63,47,63,58,68,58,44,52,66,76,74,69,54,62,64,66,57,61,56,39,24,66,62,60,62,28,26,31,12,5,13,5,8,20,11000000,winter,Ligue 1,2017,attacker
175,72,Colombia,77,80,Right,2019,75,35,62,72,43,74,31,41,72,74,84,84,78,75,76,56,82,88,62,50,75,70,65,52,56,75,75,74,76,14,7,14,15,16,26,11000000,summer,Laliga,2018,defender
183,75,Germany,68,80,Right,2021,57,40,60,72,40,69,42,45,67,72,63,66,68,67,67,63,67,71,76,44,78,65,63,65,49,62,63,69,65,15,8,5,13,10,21,11000000,summer,1 Bundesliga,2018,midfielder
186,80,Turkey,74,85,Right,2024,26,30,73,70,28,65,32,31,66,70,68,69,62,69,60,48,84,64,80,25,69,71,30,58,47,70,20,77,73,10,13,10,6,5,18,11000000,winter,1 Bundesliga,2018,defender
185,86,Switzerland,76,86,Right,2021,59,74,69,72,64,78,65,51,70,74,76,79,69,73,73,76,73,71,83,62,63,41,78,69,66,73,26,28,22,13,6,7,7,12,22,11000000,summer,1 Bundesliga,2019,attacker
173,70,Argentina,76,82,Right,2019,66,76,68,72,79,78,76,70,59,80,72,72,76,79,83,72,74,66,57,77,66,35,82,73,69,71,47,40,32,14,14,8,8,12,25,11000000,summer,Liga Portugal,2019,attacker
175,63,Spain,78,83,Right,2021,73,70,52,81,60,83,77,64,78,82,72,65,78,78,78,65,62,71,38,69,58,67,76,80,64,82,66,66,62,7,7,14,6,8,24,11000000,summer,Laliga,2019,midfielder
181,74,England,67,84,Right,2020,65,62,53,64,54,73,63,57,51,69,79,78,77,62,78,59,61,59,57,58,42,24,59,59,60,63,69,20,18,9,10,9,6,10,18,11000000,summer,Premier League,2019,attacker
188,78,Poland,60,76,Right,2023,42,58,49,64,33,53,41,36,57,62,63,59,69,52,57,63,63,65,76,58,58,61,54,59,40,52,57,57,49,15,14,14,13,6,21,11000000,summer,Premier League,2020,midfielder
175,70,Netherlands,70,86,Right,2023,69,48,50,68,38,76,64,47,54,75,92,89,88,61,89,51,71,74,64,47,66,60,59,63,39,74,71,67,65,12,7,8,13,14,20,11000000,winter,1 Bundesliga,2020,defender
179,77,France,78,78,Left,2022,70,79,68,67,75,83,67,69,60,82,87,85,81,75,72,79,42,56,56,78,53,37,81,75,69,75,42,15,18,14,15,11,12,7,29,11000000,summer,Serie A,2020,attacker
179,83,Germany,82,83,Left,2021,78,84,69,81,83,79,79,80,72,79,75,76,73,82,82,87,76,88,82,84,80,45,82,81,72,80,32,50,33,8,7,9,7,12,28,11000000,summer,Ligue 1,2020,attacker
183,75,Spain,74,80,Right,2020,76,35,65,73,59,74,73,30,67,75,81,77,69,70,74,58,67,69,65,51,70,69,66,58,30,71,73,74,73,12,12,5,9,13,23,11000000,summer,Serie A,2020,defender
175,70,Argentina,78,85,Right,2021,69,41,71,75,39,69,57,39,65,75,87,85,77,75,71,65,79,93,73,59,87,73,75,69,68,75,74,73,73,6,10,11,5,6,24,11000000,summer,Laliga,2021,defender
187,76,Argentina,68,81,Right,2021,36,26,64,68,29,53,35,30,62,64,68,75,66,67,58,45,73,64,74,20,59,67,33,43,40,62,7,70,66,6,8,15,15,14,22,11000000,summer,Ligue 1,2021,defender
177,73,Kosovo,79,85,Right,2022,76,76,53,76,77,85,78,69,69,81,93,84,90,78,82,86,47,76,61,81,67,47,75,74,73,78,38,37,36,7,14,7,14,6,25,11000000,summer,Premier League,2021,attacker
174,68,Greece,67,85,Right,2024,59,71,62,60,67,68,70,50,55,66,83,78,70,58,77,60,66,65,57,66,75,25,70,60,67,68,68,35,38,15,10,12,6,10,19,11000000,summer,Premier League,2021,attacker
181,78,Brazil,72,82,Right,2024,58,52,61,78,53,74,64,45,75,75,69,67,67,73,72,77,58,71,73,74,73,62,65,72,47,75,74,66,61,12,7,14,13,11,23,11000000,summer,Ligue 1,2021,midfielder
180,74,Brazil,74,83,Right,2027,72,58,68,74,55,75,66,63,64,74,78,79,78,74,76,60,59,76,68,59,71,67,74,67,49,72,66,69,69,8,8,6,6,7,20,11000000,winter,Ligue 1,2021,defender
178,68,Poland,68,85,Right,2022,51,59,59,67,54,74,65,41,61,73,78,69,85,66,85,62,76,70,65,56,66,56,57,68,40,77,57,63,62,8,14,8,10,6,18,11000000,winter,Premier League,2021,midfielder
185,68,France,80,86,Right,2022,66,64,67,85,55,75,76,67,80,80,75,76,83,76,74,74,72,89,76,66,84,83,72,83,62,78,75,79,76,6,13,6,11,10,23,11000000,summer,Ligue 1,2022,midfielder
188,83,Sweden,64,77,Right,2025,52,66,55,55,52,67,52,41,44,66,87,90,74,54,53,63,47,69,70,58,49,22,56,61,58,59,17,24,19,8,9,7,5,15,21,11000000,winter,Ligue 1,2022,attacker
184,85,Gabon,75,75,Right,2024,70,59,69,77,68,77,72,66,75,78,69,71,70,76,73,80,55,77,77,71,75,75,66,73,68,74,75,75,72,12,9,15,8,16,29,11000000,winter,Premier League,2022,midfielder
178,64,Argentina,63,79,Left,2023,47,31,45,69,37,71,52,35,63,73,62,58,64,61,63,39,47,65,51,36,44,57,55,64,44,45,59,61,54,11,10,15,9,11,20,11000000,winter,Premier League,2022,midfielder
179,73,Argentina,68,80,Right,2019,60,65,52,70,52,67,54,56,63,72,71,71,70,60,67,61,60,75,63,60,59,65,63,66,44,65,69,69,68,6,11,9,10,5,21,10980000,summer,Serie A,2019,midfielder
190,80,Switzerland,83,87,Right,2022,68,66,67,83,35,78,64,46,76,80,81,85,68,84,64,74,65,80,87,63,89,81,65,76,38,84,80,84,80,12,12,7,13,11,25,10880000,winter,Serie A,2021,midfielder
178,72,Croatia,67,82,Right,2022,64,63,51,63,62,70,60,58,57,71,79,74,75,51,76,66,58,64,59,58,63,26,65,66,63,59,23,35,37,6,14,15,9,14,19,10800000,summer,Premier League,2017,midfielder
184,88,Cape Verde,79,80,Left,2021,45,74,83,67,75,80,66,54,44,81,80,81,64,80,61,79,92,68,83,64,76,29,78,75,75,72,36,19,24,8,11,16,10,14,28,10750000,summer,Liga Portugal,2019,attacker
180,73,Italy,75,79,Right,2017,69,75,74,74,74,76,64,60,61,76,79,79,78,76,64,75,70,75,66,65,69,29,81,68,80,67,25,25,23,10,5,7,11,5,24,10700000,summer,Premier League,2015,attacker
189,83,Senegal,77,79,Right,2018,54,65,79,68,50,68,39,47,64,73,71,77,65,79,58,74,78,92,88,63,84,81,72,63,52,72,70,81,75,15,8,9,12,9,28,10700000,summer,Premier League,2018,midfielder
179,72,Japan,76,81,Right,2019,70,79,67,76,74,81,65,46,59,77,79,77,78,80,79,73,75,79,50,68,50,39,80,70,56,76,36,33,30,7,15,15,8,14,26,10700000,summer,Premier League,2018,attacker
183,78,Italy,76,81,Right,2023,35,19,74,60,20,53,26,26,55,65,68,68,61,74,60,50,72,63,73,44,78,78,16,33,37,73,77,79,76,12,6,10,11,12,26,10700000,summer,Serie A,2018,defender
173,70,England,69,75,Right,2025,61,52,58,72,32,65,49,55,68,67,67,68,75,62,77,59,65,72,69,55,76,65,56,65,48,64,67,66,65,13,12,14,11,6,23,10650000,summer,Premier League,2022,midfielder
183,76,Brazil,72,82,Right,2024,32,28,66,45,30,47,30,27,32,53,58,57,64,72,62,54,87,76,71,27,77,73,37,30,48,73,71,76,73,10,13,9,8,13,23,10600000,summer,Serie A,2019,defender
181,81,Germany,76,82,Right,2017,76,50,67,77,65,70,81,74,81,76,65,65,72,76,78,85,83,82,76,77,72,74,71,76,64,68,74,76,68,14,14,13,15,7,21,10500000,summer,1 Bundesliga,2015,midfielder
188,84,Argentina,75,77,Left,2015,81,68,70,81,73,84,81,77,77,84,64,67,74,73,56,79,77,75,77,75,74,58,74,68,73,69,45,68,62,4,10,10,13,9,27,10500000,summer,Premier League,2015,midfielder
184,74,Serbia,75,75,Right,2018,77,59,65,73,67,73,72,65,73,73,76,78,70,75,68,81,70,79,71,76,77,75,65,65,54,64,71,77,75,11,5,10,13,13,30,10500000,summer,Serie A,2015,defender
173,59,Mexico,69,74,Right,2017,54,62,50,65,64,78,71,58,64,72,78,78,90,67,86,65,51,31,30,60,44,38,66,67,58,65,40,52,44,10,5,9,13,8,22,10500000,summer,Liga Portugal,2015,attacker
185,76,Netherlands,69,73,Right,2019,62,53,69,67,50,68,49,46,63,72,64,67,60,70,66,71,88,86,73,56,87,68,66,70,59,68,59,66,64,14,15,7,12,12,25,10500000,summer,Premier League,2016,midfielder
185,86,Austria,75,83,Left,2019,53,48,68,62,49,56,58,63,65,63,64,74,62,63,62,83,85,75,81,71,82,74,61,62,64,63,78,79,79,14,14,9,13,10,23,10500000,summer,1 Bundesliga,2016,defender
175,67,Netherlands,74,79,Left,2018,60,57,64,73,53,73,38,35,76,72,89,88,80,76,78,70,86,85,65,64,73,67,74,64,46,62,70,75,75,9,15,7,8,6,26,10500000,winter,Premier League,2016,defender
184,73,Spain,81,84,Right,2020,50,43,77,79,43,62,56,45,73,78,76,70,67,75,69,58,87,64,73,36,63,83,58,43,52,61,83,87,82,10,15,13,12,8,27,10500000,winter,Laliga,2017,defender
183,79,Montenegro,81,82,Right,2019,72,82,68,78,78,85,82,72,64,88,77,79,79,78,69,82,70,69,75,82,50,30,83,78,80,80,26,32,30,9,7,5,9,10,27,10500000,summer,Ligue 1,2017,attacker
187,69,Argentina,68,86,Right,2022,41,43,67,65,43,66,41,47,49,69,74,72,75,70,74,56,73,73,66,39,55,71,46,52,47,57,66,65,67,8,15,7,14,9,19,10500000,summer,Premier League,2017,defender
175,70,Brazil,73,82,Left,2022,64,62,54,76,56,77,68,56,66,75,83,85,80,77,78,68,56,58,43,58,55,31,66,70,60,68,39,44,48,6,12,13,9,9,21,10500000,summer,Ligue 1,2017,attacker
197,84,Netherlands,73,76,Right,2020,42,77,81,63,63,62,36,37,31,73,44,69,64,66,41,77,77,80,84,55,71,34,73,54,72,78,23,23,26,11,9,14,16,12,25,10500000,summer,1 Bundesliga,2018,attacker
178,75,Austria,71,80,Right,2018,69,67,48,67,66,77,75,64,64,75,88,90,81,57,74,72,56,62,71,73,70,56,55,66,67,72,55,57,50,8,13,11,8,8,22,10500000,summer,1 Bundesliga,2018,midfielder
189,82,Austria,73,81,Left,2021,61,32,74,67,34,62,42,31,67,65,71,76,65,68,62,48,76,74,78,35,77,68,52,58,42,70,72,72,75,13,13,14,14,8,21,10500000,summer,Bundesliga,2019,defender
168,66,Argentina,72,83,Right,2020,68,70,41,74,50,76,44,52,66,74,85,81,79,59,85,67,73,91,40,56,30,23,62,68,65,69,44,37,29,10,13,14,10,7,22,10500000,summer,Laliga,2019,attacker
190,76,Slovakia,68,77,Right,2022,28,34,69,60,32,51,25,30,58,57,62,68,47,56,65,60,70,58,85,40,65,61,48,46,42,48,67,66,65,13,12,14,12,13,23,10500000,summer,Serie A,2019,defender
193,89,Netherlands,68,83,Left,2025,58,37,69,62,47,60,31,34,65,61,67,76,56,67,49,48,66,63,81,51,68,66,48,46,39,67,65,68,70,7,13,13,11,7,20,10500000,summer,1 Bundesliga,2021,defender
181,81,Argentina,77,80,Right,2022,46,80,76,68,72,74,69,60,55,78,78,76,75,77,73,79,86,74,74,73,78,24,79,60,71,75,44,38,36,12,15,9,14,11,26,10500000,summer,Serie A,2022,attacker
190,82,Portugal,78,85,Right,2025,10,5,8,44,8,16,9,9,38,21,55,55,58,78,33,51,63,23,68,4,12,9,6,55,13,56,21,15,13,78,76,68,76,80,23,10500000,summer,Serie A,2022,goalkeeper
182,80,England,70,82,Right,2022,66,59,55,74,50,62,64,66,76,71,68,67,71,67,57,68,61,70,64,66,69,66,55,68,64,72,64,68,64,10,7,7,5,12,21,10400000,summer,Premier League,2022,midfielder
187,83,France,70,80,Right,2018,46,67,68,67,64,74,62,47,52,70,77,75,72,64,68,71,67,71,70,62,64,37,67,67,69,68,46,44,28,7,6,13,11,13,20,10300000,summer,Scottish Premiership,2018,attacker
170,68,Germany,79,80,Right,2021,71,26,57,82,48,73,65,62,79,77,68,53,88,76,85,64,79,93,67,30,82,79,67,70,58,74,74,77,73,14,10,14,12,9,28,10250000,winter,Serie A,2019,midfielder
184,64,England,65,71,Right,2019,31,68,74,48,42,64,37,35,25,60,77,78,62,53,62,66,86,75,83,50,88,28,57,57,62,54,27,28,34,15,7,14,13,14,25,10200000,winter,Premier League,2017,attacker
189,84,Norway,72,79,Left,2025,58,70,70,76,65,74,70,57,72,74,62,67,65,68,42,78,70,74,85,75,73,67,70,69,52,71,62,67,57,13,8,10,6,12,23,10150000,summer,Serie A,2022,midfielder
177,79,France,73,79,Right,2024,72,68,45,70,75,79,81,83,62,75,78,79,74,64,88,81,58,62,33,78,47,27,70,71,56,69,28,40,43,13,13,8,14,15,23,10100000,summer,Serie A,2022,attacker
181,71,Switzerland,77,82,Right,2019,71,81,65,74,75,79,75,50,62,78,78,82,79,77,76,76,74,69,67,71,69,34,79,56,73,66,26,36,39,6,8,12,7,12,22,10000000,summer,1 Bundesliga,2015,attacker
183,70,Italy,76,87,Left,2015,66,75,61,71,71,82,71,67,57,80,83,85,81,72,73,71,64,75,58,72,71,25,75,68,80,65,21,29,27,4,5,4,4,5,20,10000000,summer,Serie A,2015,attacker
189,90,England,72,83,Right,2015,61,74,69,60,61,73,52,68,57,72,75,74,61,74,62,78,69,72,83,68,65,25,67,59,74,66,25,24,25,7,15,5,9,11,22,10000000,summer,Premier League,2015,attacker
177,67,France,72,82,Right,2017,58,63,52,75,68,66,61,64,73,74,66,63,71,75,70,71,53,69,70,73,64,68,68,73,68,69,58,67,60,8,9,10,7,8,22,10000000,summer,Premier League,2015,midfielder
184,81,Spain,79,79,Right,2018,78,70,84,84,54,78,75,67,83,81,69,74,64,82,63,85,73,79,81,75,82,69,83,77,76,66,53,70,62,13,15,13,15,14,29,10000000,summer,Laliga,2015,attacker
180,71,Spain,68,79,Right,2018,48,76,64,48,71,72,51,54,32,71,69,68,73,62,73,67,73,67,46,61,45,22,70,54,63,66,25,24,20,8,7,13,7,14,19,10000000,summer,Laliga,2015,attacker
176,76,Ivory Coast,80,85,Right,2019,79,65,75,77,50,76,69,30,71,77,84,85,76,79,78,78,93,87,77,58,81,75,74,71,66,64,79,79,80,7,10,15,16,9,22,10000000,summer,Ligue 1,2015,defender
170,68,Argentina,53,64,Left,2017,52,42,32,56,34,56,42,41,55,56,65,65,68,43,71,49,57,57,41,50,30,23,39,45,43,69,19,22,23,10,7,10,15,14,20,10000000,summer,Ligue 1,2016,midfielder
183,78,Italy,77,79,Right,2017,41,25,79,56,33,46,38,17,61,56,75,62,56,75,72,52,78,60,76,25,81,81,23,30,35,63,81,81,79,13,11,13,11,6,26,10000000,summer,Serie A,2016,defender
176,63,Belgium,77,81,Left,2019,70,75,47,75,67,82,72,73,72,76,86,85,84,74,85,71,73,91,47,73,71,35,74,76,68,67,29,27,34,9,15,12,11,7,24,10000000,summer,Premier Liga,2016,attacker
178,78,Argentina,77,85,Right,2019,82,69,43,79,47,84,82,60,73,81,81,75,77,67,71,80,59,66,74,76,56,28,68,83,56,69,38,46,43,13,12,10,7,14,22,10000000,summer,Serie A,2016,midfielder
175,72,Croatia,65,80,Right,2021,63,63,45,65,57,72,62,44,48,70,78,77,75,51,73,65,63,53,49,52,38,24,58,53,59,47,18,19,20,9,7,5,6,14,18,10000000,summer,1 Bundesliga,2016,attacker
184,65,France,65,77,Right,2019,50,69,70,60,53,69,53,39,48,60,72,72,55,59,64,66,68,57,43,60,28,14,60,54,69,59,15,17,16,11,8,11,5,9,21,10000000,summer,Ligue 1,2017,attacker
180,72,Burkina Faso,75,85,Left,2017,69,74,55,73,76,77,75,65,69,83,86,84,82,75,74,78,68,73,71,76,69,39,72,74,66,67,30,26,23,11,7,7,13,12,21,10000000,summer,Ligue 1,2017,attacker
184,79,Senegal,76,78,Right,2018,58,78,77,62,70,72,53,62,52,75,78,79,73,74,62,72,80,70,79,64,67,37,80,56,73,69,24,23,22,12,10,9,13,16,28,10000000,winter,Ligue 1,2017,attacker
188,81,France,76,81,Right,2020,51,42,75,68,42,47,47,41,67,62,46,53,52,67,47,72,54,53,91,66,87,76,46,32,43,70,74,77,69,11,15,15,12,7,26,10000000,summer,Premier League,2017,defender
183,82,France,70,74,Right,2019,57,71,59,51,40,70,43,32,32,68,77,75,70,65,62,78,57,64,71,60,72,21,74,44,53,58,15,20,13,7,6,8,14,16,24,10000000,summer,Ligue 1,2017,attacker
186,77,Italy,71,83,Right,2020,57,52,50,78,55,69,64,38,75,77,66,68,64,69,64,64,62,66,69,66,57,50,61,67,49,65,50,62,57,12,7,10,13,11,21,10000000,summer,Serie A,2017,midfielder
187,80,Brazil,83,83,Left,2018,61,46,75,80,54,69,42,45,78,74,68,67,66,83,62,80,75,83,80,71,88,85,51,69,58,72,79,87,88,10,6,11,12,13,29,10000000,summer,Ligue 1,2017,midfielder
179,72,Argentina,64,76,Right,2017,45,69,63,56,47,63,40,32,42,65,74,76,68,52,63,65,82,56,67,50,29,17,56,48,56,49,20,21,18,15,10,16,14,14,18,10000000,winter,Eredivisie,2017,attacker
177,75,Morocco,79,81,Right,2018,75,69,67,82,69,81,78,78,80,83,74,69,87,75,77,78,74,79,58,80,69,66,68,80,80,68,49,54,52,15,16,11,6,16,27,10000000,summer,Super Lig,2017,midfielder
180,70,Ukraine,80,82,Left,2022,68,57,69,78,53,69,75,77,84,77,69,74,72,77,73,87,74,82,75,84,82,82,53,75,50,78,82,83,81,12,16,7,12,6,29,10000000,winter,Premier Liga,2018,defender
180,70,Italy,75,86,Left,2021,77,21,55,66,33,75,65,21,58,72,78,91,79,74,78,53,67,90,65,42,62,68,58,51,22,68,66,74,72,11,7,9,13,15,23,10000000,summer,Ligue 1,2018,defender
190,87,Germany,75,77,Right,2020,31,76,77,63,73,69,40,58,37,72,63,71,53,70,53,83,64,60,90,65,80,29,75,58,73,70,29,45,19,13,6,15,7,15,27,10000000,summer,1 Bundesliga,2018,attacker
184,70,Belgium,74,81,Right,2018,60,42,72,71,35,63,35,29,53,69,75,75,62,61,59,51,76,69,78,36,63,73,36,46,37,70,71,79,76,7,10,15,15,15,23,10000000,summer,Ligue 1,2018,defender
176,70,France,74,80,Left,2018,75,66,66,69,65,73,68,49,59,73,79,79,77,72,75,77,81,76,65,62,66,74,65,68,66,66,71,73,73,11,10,11,14,12,24,10000000,summer,Ligue 1,2018,defender
184,75,Serbia,72,82,Right,2022,45,70,42,79,41,71,59,72,77,74,62,68,63,69,63,54,55,52,66,69,41,71,58,66,50,59,68,70,59,14,10,15,15,13,23,10000000,summer,Laliga,2018,midfielder
188,74,France,70,82,Left,2022,68,71,70,72,56,74,54,39,53,73,77,73,56,66,64,65,68,57,45,63,32,14,64,59,71,63,15,17,16,11,8,11,5,9,22,10000000,summer,Premier League,2018,attacker
177,77,Argentina,53,67,Right,2020,52,52,48,59,41,58,48,39,53,55,66,68,61,44,68,53,50,67,61,53,48,48,39,41,50,46,49,58,53,11,7,10,8,14,21,10000000,summer,Laliga,2018,midfielder
181,74,Spain,76,81,Right,2019,46,53,51,80,54,74,61,68,77,80,69,67,77,69,68,74,73,82,74,69,70,72,62,70,68,70,70,77,71,6,7,9,10,11,25,10000000,summer,1 Bundesliga,2018,midfielder
186,76,Brazil,73,81,Left,2021,60,28,59,69,35,63,47,32,59,69,69,79,68,71,64,67,74,76,71,58,73,73,55,49,38,64,68,75,78,15,12,13,14,12,23,10000000,summer,Premier League,2018,defender
187,80,Spain,70,77,Right,2018,50,75,69,62,62,62,35,36,55,68,58,60,55,64,71,74,60,69,88,68,42,20,68,60,67,74,13,24,15,14,12,16,13,16,25,10000000,summer,Laliga,2018,attacker
168,70,Argentina,78,84,Right,2023,51,39,55,80,38,62,47,41,71,65,75,71,78,74,87,53,82,92,61,67,90,85,31,60,48,67,76,80,77,6,10,5,14,9,22,10000000,winter,1 Bundesliga,2019,midfielder
185,84,England,77,77,Right,2021,68,77,76,75,73,75,69,29,66,75,75,77,75,76,64,74,81,76,71,72,41,44,78,69,77,75,47,28,21,12,12,16,14,9,29,10000000,summer,Premier League,2019,attacker
172,67,Belgium,73,79,Right,2022,64,70,65,66,66,76,72,67,52,72,92,92,88,70,84,69,82,79,39,72,72,23,71,59,65,73,25,20,15,13,8,16,10,8,24,10000000,summer,1 Bundesliga,2019,attacker
183,76,Denmark,72,81,Left,2022,67,66,47,68,61,72,78,74,64,72,80,80,76,65,74,79,46,75,67,72,70,36,69,69,55,64,43,42,38,15,16,15,13,11,23,10000000,summer,1 Bundesliga,2019,midfielder
178,69,England,71,80,Right,2021,65,62,64,69,50,68,58,65,67,71,70,75,70,69,71,77,74,86,69,70,70,65,70,69,40,69,62,67,61,8,11,12,7,9,24,10000000,winter,Premier League,2019,midfielder
185,66,United States,69,88,Right,2020,55,71,67,61,62,69,63,41,55,66,83,83,75,59,69,70,67,59,59,66,48,22,65,60,60,66,30,26,24,7,9,12,15,14,19,10000000,summer,Ligue 1,2019,midfielder
185,79,France,68,76,Left,2021,74,71,68,65,58,69,77,76,48,72,68,72,71,64,55,72,72,57,73,65,42,17,63,71,66,60,22,21,15,8,13,11,13,6,23,10000000,winter,Ligue 1,2019,attacker
178,70,Spain,80,81,Right,2022,63,81,72,83,72,82,67,64,78,83,85,80,79,67,72,77,71,83,71,75,76,68,80,77,53,69,50,61,59,14,10,15,15,13,27,10000000,summer,Laliga,2019,attacker
168,60,France,62,83,Left,2021,59,37,54,61,41,74,61,39,49,70,83,80,85,57,90,36,57,56,32,37,59,55,64,54,47,55,22,59,56,12,8,14,7,6,17,10000000,summer,Ligue 1,2019,defender
178,74,Italy,67,83,Right,2021,58,63,58,64,53,76,52,38,51,72,76,77,63,57,80,62,54,58,51,64,35,19,65,55,63,51,16,18,20,9,8,13,9,8,17,10000000,summer,Serie A,2019,attacker
183,73,France,78,83,Right,2022,64,64,62,81,42,76,48,59,79,81,63,64,72,73,69,73,70,87,67,62,70,75,61,74,46,67,80,78,77,7,7,13,7,8,25,10000000,summer,1 Bundesliga,2020,midfielder
177,77,Germany,77,80,Left,2022,87,43,59,76,43,73,80,74,74,77,79,82,76,77,74,81,66,85,66,46,72,71,62,70,41,71,65,72,74,15,12,11,8,11,26,10000000,summer,Eredivisie,2020,defender
194,80,Senegal,75,78,Right,2022,15,16,11,34,11,15,12,12,35,24,43,41,60,67,54,53,81,33,57,15,16,21,16,61,23,57,73,14,10,77,74,70,75,75,27,10000000,summer,Ligue 1,2020,goalkeeper
186,79,Senegal,74,80,Right,2022,35,78,78,64,66,70,50,36,42,68,73,71,60,68,67,74,75,68,80,57,47,19,75,58,80,65,25,17,17,13,14,14,15,12,25,10000000,summer,Ligue 1,2020,attacker
176,72,Germany,69,82,Right,2022,58,61,51,76,51,73,52,45,67,71,77,76,80,69,87,61,76,68,57,54,72,69,64,65,51,61,70,58,57,12,8,7,10,9,22,10000000,summer,1 Bundesliga,2020,defender
186,72,Spain,75,84,Left,2020,40,80,73,69,70,78,40,34,57,77,62,71,73,70,54,73,74,66,72,74,64,22,72,67,70,66,25,21,22,12,13,8,9,12,24,10000000,winter,Laliga,2020,attacker
