height_cm,weight_kg,nationality,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,position_group,age,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
182,72,Italy,67,77,Left,1,3,2,2024,defender,23,1100000,summer,Serie A,2022,64,35,55,56,30,67,37,39,55,65,73,72,66,65,73,36,58,69,53,32,59,64,67,55,43,59,61,66,65,8,12,9,9,11
171,63,Ukraine,67,72,Left,1,3,3,2024,attacker,25,1000000,summer,Premier Liga Ukr,2022,66,66,58,59,56,72,65,58,57,70,74,73,74,60,83,70,58,63,48,67,31,17,66,60,66,62,42,39,22,5,11,10,11,11
187,71,Germany,64,80,Right,1,3,2,2024,midfielder,20,8000000,summer,Scottish Premiership,2022,39,68,61,59,51,63,44,32,43,65,68,66,65,62,66,70,62,58,58,60,43,14,59,55,58,56,12,15,16,9,11,11,12,9
185,75,Belgium,61,78,Right,1,3,2,2024,defender,18,1000000,winter,Jupiler Pro League,2022,29,21,61,60,25,54,22,19,54,59,65,69,61,61,64,40,63,60,62,29,60,57,16,42,28,61,58,63,61,15,10,6,13,7
179,68,Albania,73,82,Right,1,4,3,2024,midfielder,23,7500000,winter,Serie A,2022,61,65,54,77,58,76,67,59,72,77,75,75,75,66,70,72,63,70,64,60,67,56,73,75,64,68,58,62,64,14,6,10,7,9
183,73,Côte d'Ivoire,80,81,Left,2,2,4,2024,attacker,27,14000000,summer,Ligue 1,2022,76,76,57,75,70,85,81,79,66,81,88,88,88,74,79,80,66,75,68,76,43,33,77,74,85,75,36,34,30,11,14,11,6,8
190,79,Italy,80,88,Left,2,3,3,2024,midfielder,23,15000000,winter,Super Lig,2022,64,76,60,77,60,80,65,60,68,84,89,86,79,75,81,79,65,73,89,72,87,60,85,76,60,70,64,59,58,8,11,11,13,5
181,75,Slovakia,74,75,Right,2,4,4,2024,midfielder,28,4000000,winter,Serie A,2022,64,73,52,74,71,80,77,74,67,79,73,67,76,72,75,78,70,82,57,67,57,29,73,74,68,80,63,62,44,15,12,14,16,10
178,82,Belgium,76,81,Right,2,3,3,2024,midfielder,24,13000000,summer,Premier League,2022,61,43,51,78,50,84,65,50,73,83,76,65,82,80,85,66,67,77,69,68,71,72,64,76,42,80,76,70,70,7,6,7,7,10
176,65,Netherlands,79,84,Left,2,2,3,2024,defender,22,10000000,summer,Eredivisie,2022,76,48,60,80,61,76,76,44,74,80,85,85,82,78,79,65,64,85,67,49,80,76,73,78,42,75,74,76,74,8,12,6,9,13
179,74,Sweden,62,74,Left,1,3,2,2024,defender,20,1500000,summer,Ligue 1,2022,58,30,50,64,40,52,55,35,62,50,72,60,57,52,61,40,60,77,59,42,56,60,57,46,40,46,56,59,58,12,6,13,9,14
175,64,Ukraine,79,82,Left,2,3,3,2024,defender,25,35000000,summer,Premier League,2022,81,58,70,81,61,80,81,76,78,82,75,71,78,78,78,77,72,75,63,71,74,77,75,78,59,80,78,78,76,15,11,13,11,11
182,71,Ukraine,70,73,Left,1,4,4,2024,attacker,26,2000000,summer,Premier Liga Ukr,2022,68,73,55,62,52,74,71,70,54,70,78,87,55,70,64,78,67,58,65,69,30,24,67,61,55,54,13,16,12,11,9,10,9,5
186,70,France,75,75,Right,1,4,3,2024,midfielder,29,2300000,summer,Ligue 1,2022,75,69,58,77,58,75,78,68,75,77,67,67,72,74,60,77,66,84,72,77,68,67,72,75,65,77,71,69,61,14,6,12,9,10
183,75,Denmark,68,78,Right,1,3,3,2024,defender,21,3000000,summer,Jupiler Pro League,2022,68,45,48,65,40,66,60,45,60,67,82,86,79,64,72,58,60,83,63,45,67,59,64,56,35,59,56,61,59,9,13,8,8,9
190,89,Italy,58,68,Right,1,2,2,2024,attacker,20,1300000,summer,Serie A,2022,61,54,52,55,55,62,52,53,52,60,69,72,68,42,43,65,45,34,55,50,31,27,56,52,54,55,30,28,37,6,7,5,13,13
190,89,Italy,58,68,Right,1,2,2,2024,attacker,20,2000000,summer,Serie A,2022,61,54,52,55,55,62,52,53,52,60,69,72,68,42,43,65,45,34,55,50,31,27,56,52,54,55,30,28,37,6,7,5,13,13
190,89,Italy,58,68,Right,1,2,2,2024,attacker,20,1300000,winter,Serie A,2022,61,54,52,55,55,62,52,53,52,60,69,72,68,42,43,65,45,34,55,50,31,27,56,52,54,55,30,28,37,6,7,5,13,13
189,78,Denmark,73,75,Right,1,3,2,2024,defender,26,2500000,winter,Superliga,2022,48,42,80,65,35,47,52,53,68,58,59,63,53,70,59,45,88,72,78,35,72,72,56,55,35,61,74,75,72,15,10,12,11,14
186,81,France,73,76,Left,1,3,3,2024,attacker,25,4000000,summer,Serie A,2022,73,70,69,74,69,73,78,72,66,74,69,74,72,72,65,73,78,73,69,71,42,26,73,72,68,74,37,27,23,8,13,11,13,6
190,82,Turkey,66,68,Right,1,2,2,2024,defender,28,3700000,winter,Super Lig,2022,27,34,72,58,29,42,34,26,50,49,56,55,51,51,47,44,69,61,71,28,70,64,35,30,46,52,63,70,67,12,8,6,7,7
180,75,Colombia,70,79,Right,1,3,3,2024,midfielder,23,5000000,summer,Jupiler Pro League,2022,65,61,45,74,50,76,61,22,67,73,71,70,78,70,79,60,57,73,68,59,64,67,65,72,55,72,62,66,61,9,6,6,7,6
181,85,Gambia,71,74,Right,1,3,3,2024,defender,26,1000000,summer,Ger Bundesliga,2022,66,41,59,64,45,71,61,39,59,63,86,84,79,69,70,69,70,73,84,58,65,69,73,51,53,67,61,69,68,6,10,8,14,8
185,82,France,79,79,Right,3,2,1,2024,goalkeeper,37,1000000,summer,Ligue 1,2022,14,13,13,60,13,19,13,12,36,27,53,43,52,80,36,56,69,31,61,7,37,23,11,59,11,62,13,15,13,77,79,74,77,81
190,70,Netherlands,68,79,Left,1,3,3,2024,midfielder,22,2500000,winter,Eredivisie,2022,67,58,56,69,49,68,61,46,65,68,77,74,75,60,67,68,56,65,60,64,57,52,64,63,45,54,55,56,53,13,10,14,13,10
189,82,Austria,75,79,Right,2,3,2,2024,defender,25,14000000,summer,Serie A,2022,35,23,77,69,28,34,26,24,58,50,70,71,46,69,59,42,72,63,76,25,66,77,36,36,38,68,78,81,77,6,8,7,6,8
193,90,Germany,68,73,Left,1,4,2,2024,attacker,23,1500000,summer,Ger Bundesliga,2022,59,69,76,63,63,57,42,28,48,59,53,61,45,67,42,75,59,75,87,57,74,38,70,55,55,63,39,42,38,6,13,14,11,10
192,86,France,74,75,Right,1,3,2,2024,attacker,27,5000000,summer,Serie A,2022,51,79,80,73,69,63,45,59,61,73,53,67,53,75,48,74,64,75,86,57,72,25,79,73,82,76,39,39,29,5,13,9,6,15
169,67,Netherlands,79,85,Left,1,3,3,2024,defender,22,15000000,summer,Premier League,2022,72,50,58,75,59,78,45,48,56,76,84,85,84,75,89,65,85,80,72,62,80,77,60,60,46,65,74,81,81,9,9,12,8,8
180,75,Wales,71,77,Right,1,3,3,2024,attacker,24,3000000,summer,Premier League,2022,64,69,65,70,59,75,57,42,65,75,74,75,79,67,74,73,56,76,76,65,57,37,70,70,70,71,31,39,27,12,8,13,9,13
175,68,England,58,77,Left,1,2,2,2024,defender,18,1000000,winter,Scottish Premiership,2022,54,28,49,38,30,56,41,39,33,49,79,77,71,56,75,31,62,61,60,31,56,50,47,38,47,48,50,59,57,5,6,13,11,13
175,70,Greece,69,78,Right,1,3,2,2024,midfielder,22,1200000,summer,Ligue 1,2022,50,58,66,72,53,62,62,40,70,70,70,67,72,59,78,58,66,80,65,55,58,66,59,65,45,67,66,72,70,6,5,10,7,14
193,81,Serbia,77,82,Right,1,4,3,2024,midfielder,24,5000000,summer,Liga Portugal,2022,70,72,75,78,66,74,70,59,77,81,60,69,62,76,57,80,75,75,87,78,68,76,73,74,72,75,77,79,74,11,12,9,14,7
175,75,Norway,73,73,Right,1,3,3,2024,attacker,28,2000000,summer,Allsvenskan,2022,60,74,66,68,64,69,64,44,65,71,84,83,75,67,91,76,90,90,84,67,82,44,75,70,74,71,34,38,33,13,14,12,11,9
184,79,Netherlands,73,73,Left,1,4,3,2024,attacker,28,5500000,summer,Jupiler Pro League,2022,35,69,72,72,63,67,54,39,66,70,75,75,69,75,63,80,71,72,91,66,83,19,77,75,81,74,45,37,37,13,7,11,15,16
173,65,Austria,72,83,Left,1,3,4,2024,attacker,19,6000000,summer,Super Lig,2022,65,69,43,66,56,78,68,58,58,79,86,80,86,60,89,65,76,55,43,68,54,19,55,69,56,68,15,18,11,12,11,6,6,15
175,70,Argentina,77,83,Right,1,2,3,2023,attacker,23,4000000,summer,Laliga,2017,56,77,80,66,71,71,57,35,58,74,75,77,72,77,79,77,81,71,78,69,65,37,79,69,62,73,29,39,32,11,12,8,8,6
188,86,Canada,72,81,Left,1,5,2,2023,attacker,22,1850000,winter,Super Lig,2017,35,70,73,62,55,60,33,22,21,66,69,77,51,64,55,83,64,55,81,65,64,22,77,53,58,62,25,18,20,12,9,8,12,7
184,76,South Africa,70,75,Right,1,2,3,2023,midfielder,24,2000000,summer,Ligue 1,2017,60,65,59,73,71,75,61,62,71,76,74,75,64,73,66,70,57,75,68,61,30,44,61,64,69,61,70,71,62,6,14,12,15,16
182,75,Russia,69,75,Right,1,3,2,2023,midfielder,24,4000000,summer,Premier Liga,2017,60,60,51,75,46,72,53,53,67,73,78,71,74,59,75,65,60,70,75,50,70,68,60,61,61,63,68,62,63,15,16,13,7,8
189,78,Poland,61,78,Right,1,3,3,2023,midfielder,20,2500000,summer,Premier League,2017,49,33,55,67,46,65,48,43,63,66,55,55,58,56,45,57,52,45,71,47,71,61,56,66,42,55,53,57,56,15,7,12,8,8
189,79,Italy,61,69,Right,1,2,2,2023,defender,23,2000000,summer,Serie A,2017,12,12,50,42,17,42,13,17,31,49,55,64,34,48,48,23,75,58,81,11,65,48,12,15,19,41,61,65,63,9,14,8,6,11
185,80,Italy,60,65,Left,1,3,2,2023,defender,23,2800000,summer,Serie A,2017,54,23,58,56,29,54,28,30,54,55,62,69,58,56,59,54,70,57,71,33,62,56,44,37,34,68,55,64,67,8,11,11,7,14
176,73,France,89,90,Left,4,3,4,2023,attacker,28,120000000,summer,Laliga,2019,82,92,84,82,87,88,84,76,76,90,88,85,90,90,80,80,90,81,62,82,69,35,91,81,74,87,59,43,44,14,8,14,13,14
173,67,Italy,82,83,Right,3,3,4,2023,defender,28,2000000,winter,Laliga,2019,77,70,70,82,87,79,73,79,75,81,86,83,87,79,82,82,74,90,67,82,79,77,82,76,76,80,74,79,78,9,8,10,11,10
171,61,Italy,81,81,Left,2,5,4,2023,midfielder,27,2700000,summer,Serie A,2019,82,67,42,82,74,84,84,84,76,86,88,86,92,78,90,81,51,75,48,77,48,36,76,82,68,78,55,48,60,12,10,7,15,9
187,80,Italy,80,86,Right,2,3,2,2023,defender,25,2000000,winter,Serie A,2019,34,36,82,63,51,62,20,24,58,63,65,69,58,77,59,38,76,67,79,20,76,82,34,32,30,74,85,84,80,14,9,6,9,5
170,62,Germany,79,82,Right,2,4,4,2023,midfielder,25,2800000,summer,Ger Bundesliga,2019,73,65,45,79,66,84,77,70,72,80,90,79,92,76,90,70,72,78,48,62,72,52,70,75,61,72,56,55,55,15,11,6,14,16
184,82,Italy,79,79,Right,2,2,2,2023,defender,33,100,winter,Serie A,2019,60,23,76,66,52,54,47,35,68,62,58,55,60,79,56,63,79,63,75,41,76,84,30,36,31,74,78,83,80,14,7,12,12,12
186,79,France,78,86,Left,1,3,3,2023,defender,23,32000000,summer,Ligue 1,2019,66,38,81,74,37,70,46,32,78,73,68,77,74,77,67,42,83,76,78,24,76,77,56,68,41,80,74,80,78,12,7,7,7,8
170,64,Slovakia,78,84,Right,1,4,4,2023,midfielder,25,21000000,winter,Serie A,2019,63,59,41,84,43,77,68,55,76,82,70,63,78,74,84,62,82,86,52,65,57,72,65,76,56,74,65,74,65,10,7,16,13,14
193,82,France,77,89,Right,2,3,1,2023,goalkeeper,20,13000000,summer,Ligue 1,2019,13,6,13,52,9,14,13,12,38,10,48,45,55,64,53,23,73,40,70,9,20,17,4,45,16,59,20,14,12,78,77,71,76,79
183,78,Italy,77,89,Right,1,3,4,2023,attacker,21,18000000,summer,Premier League,2019,48,80,76,70,72,74,68,42,34,76,75,77,69,74,76,74,75,72,74,62,60,14,80,56,68,72,36,20,18,10,7,7,10,5
183,78,Italy,77,89,Right,1,3,4,2023,attacker,22,3000000,winter,Serie A,2019,48,80,76,70,72,74,68,42,34,76,75,77,69,74,76,74,75,72,74,62,60,14,80,56,68,72,36,20,18,10,7,7,10,5
178,73,France,77,85,Left,1,4,4,2023,defender,24,48000000,summer,Laliga,2019,74,62,69,76,43,80,71,35,71,78,88,86,78,75,78,69,78,79,76,64,77,74,75,73,49,78,67,74,74,7,16,9,10,9
188,82,Germany,77,83,Right,1,4,3,2023,defender,24,2000000,summer,Ger Bundesliga,2019,75,75,60,73,62,78,69,71,61,78,84,86,68,73,67,70,53,86,68,67,73,64,74,74,52,68,67,54,50,12,15,7,16,8
178,70,Scotland,76,86,Left,1,3,3,2023,defender,22,27000000,summer,Premier League,2019,77,41,59,71,27,75,72,33,64,71,87,91,73,72,74,76,65,87,75,66,82,71,64,70,36,74,72,73,74,13,16,8,12,13
176,70,Kosovo,76,79,Right,2,4,4,2023,midfielder,26,1500000,winter,Ger Bundesliga,2019,63,66,42,73,68,77,72,66,71,78,83,79,84,73,69,76,79,86,74,73,81,56,72,76,69,78,66,56,54,6,14,15,15,13
190,83,Italy,75,88,Left,1,2,1,2023,goalkeeper,22,26000000,summer,Serie A,2019,15,17,19,29,20,16,20,21,22,22,41,48,37,70,48,21,68,29,65,17,22,22,20,21,21,67,10,21,12,77,71,66,75,78
190,83,Italy,75,88,Left,1,2,1,2023,goalkeeper,22,18000000,summer,Serie A,2019,15,17,19,29,20,16,20,21,22,22,41,48,37,70,48,21,68,29,65,17,22,22,20,21,21,67,10,21,12,77,71,66,75,78
183,74,Netherlands,75,82,Right,1,3,3,2023,midfielder,21,18000000,summer,Premier Liga,2019,57,74,58,78,58,69,55,63,73,74,68,74,69,77,73,70,52,90,69,69,56,66,74,74,66,72,52,58,55,12,6,12,11,14
185,80,Argentina,75,79,Right,1,3,2,2023,midfielder,25,4000000,winter,Laliga,2019,59,41,65,75,47,59,49,42,72,72,53,57,54,62,52,59,45,75,81,55,83,78,50,62,53,65,75,76,73,12,11,14,16,6
168,64,France,74,85,Right,1,4,3,2023,attacker,22,2000000,summer,Ligue 1,2019,75,59,58,73,56,76,74,40,72,71,89,87,90,66,89,71,69,69,58,57,67,45,64,66,50,62,44,39,47,12,13,7,11,5
180,74,Argentina,74,82,Right,1,4,3,2023,attacker,24,8500000,winter,Premier League,2019,65,78,67,68,64,80,43,42,67,77,79,78,77,68,66,74,71,78,74,67,33,12,79,55,69,69,25,18,25,6,14,11,11,10
192,78,Morocco,72,78,Left,1,4,3,2023,attacker,22,20000000,winter,Laliga,2019,48,73,69,63,67,74,40,47,46,72,75,77,68,70,44,70,74,58,64,68,37,31,71,49,59,59,27,31,27,13,9,14,9,13
180,69,Sweden,71,75,Left,1,3,3,2023,midfielder,25,2500000,summer,Serie A,2019,66,59,34,68,61,76,67,72,59,73,77,81,70,68,82,77,50,72,78,68,63,40,63,72,44,62,36,49,48,7,11,10,16,7
185,77,France,70,79,Right,1,2,2,2023,midfielder,23,1500000,summer,Ligue 1,2019,50,22,70,71,35,59,50,29,67,69,60,59,55,68,59,47,76,68,75,23,69,67,50,58,40,65,69,76,70,11,12,14,9,12
182,78,Italy,68,76,Right,1,3,3,2023,attacker,23,1100000,winter,Serie A,2019,51,68,65,59,63,66,56,57,50,66,78,76,67,66,74,67,64,61,69,62,70,31,68,58,68,63,50,27,22,13,12,7,14,12
197,89,Finland,68,73,Left,1,3,1,2023,goalkeeper,26,5000000,summer,Serie A,2019,15,12,18,20,11,16,12,13,20,18,40,34,32,60,30,17,39,30,55,11,35,20,13,32,19,50,20,13,12,70,67,63,66,68
181,73,Bosnia Herzegovina,67,75,Right,1,3,3,2023,attacker,22,1500000,summer,Supersport Hnl,2019,62,67,39,59,53,75,52,42,55,73,79,72,58,67,67,64,42,54,55,49,42,23,58,55,45,52,27,22,23,6,11,8,9,15
179,73,Morocco,66,78,Left,1,2,3,2023,defender,21,1500000,summer,Ligue 1,2019,64,36,58,59,33,65,57,38,53,63,79,78,69,61,67,53,60,67,66,44,68,63,58,56,48,61,60,64,64,11,12,14,14,6
174,71,Iran,66,73,Right,1,3,2,2023,defender,23,2000000,winter,Supersport Hnl,2019,61,28,60,57,21,59,29,27,41,51,78,79,74,62,80,34,59,77,39,29,49,69,33,32,38,55,65,66,62,6,13,7,14,9
174,71,Iran,66,73,Right,1,3,2,2023,defender,23,2000000,summer,Supersport Hnl,2019,61,28,60,57,21,59,29,27,41,51,78,79,74,62,80,34,59,77,39,29,49,69,33,32,38,55,65,66,62,6,13,7,14,9
188,82,Denmark,62,80,Left,1,3,3,2023,attacker,20,4500000,summer,Eredivisie,2019,42,59,54,56,44,63,49,34,38,65,68,66,64,56,73,64,60,40,67,55,39,22,63,54,59,64,55,31,22,8,13,13,8,11
188,80,England,59,82,Right,1,3,2,2023,defender,19,6000000,summer,Premier League,2019,23,16,59,41,28,16,28,28,53,32,50,51,43,57,51,57,73,54,71,32,67,57,29,36,31,50,62,57,54,13,10,11,5,15
195,94,France,82,86,Right,2,3,1,2023,goalkeeper,27,10000000,summer,Ligue 1,2020,20,19,14,48,16,12,16,16,37,22,56,54,58,79,58,60,72,38,80,14,26,23,17,51,25,64,43,18,12,85,79,80,78,84
195,94,France,82,86,Right,2,3,1,2023,goalkeeper,27,10000000,summer,Premier League,2020,20,19,14,48,16,12,16,16,37,22,56,54,58,79,58,60,72,38,80,14,26,23,17,51,25,64,43,18,12,85,79,80,78,84
190,84,Italy,82,86,Right,2,3,2,2023,defender,26,1060000,summer,Ligue 1,2020,40,33,84,69,35,64,45,25,65,65,61,66,61,78,55,58,83,67,78,39,72,86,28,50,36,70,43,86,82,5,10,5,5,5
190,84,Italy,82,86,Right,2,3,2,2023,defender,26,2000000,winter,Serie A,2020,40,33,84,69,35,64,45,25,65,65,61,66,61,78,55,58,83,67,78,39,72,86,28,50,36,70,43,86,82,5,10,5,5,5
184,76,France,81,84,Right,2,3,3,2023,midfielder,27,22000000,summer,Premier League,2020,68,73,66,82,68,78,41,42,75,80,65,72,62,78,68,84,72,92,80,75,78,82,73,77,54,74,76,83,76,15,12,12,15,14
173,67,Italy,81,81,Right,3,3,4,2023,defender,29,2000000,summer,Ligue 1,2020,77,70,72,77,87,78,73,79,75,79,85,79,87,80,82,82,74,89,63,82,79,79,82,76,76,80,84,79,78,9,8,10,11,10
173,67,Italy,81,81,Right,3,3,4,2023,defender,29,2000000,summer,Serie A,2020,77,70,72,77,87,78,73,79,75,79,85,79,87,80,82,82,74,89,63,82,79,79,82,76,76,80,84,79,78,9,8,10,11,10
183,74,France,80,85,Right,1,3,4,2023,attacker,24,1500000,winter,Laliga,2020,50,81,76,71,69,75,69,41,48,79,79,85,78,77,68,80,83,74,86,66,75,22,82,68,82,76,81,14,16,7,13,11,10,8
180,66,England,80,81,Right,1,3,4,2023,attacker,28,22250000,summer,Premier League,2020,61,83,78,72,72,78,63,45,62,77,84,89,75,78,73,77,73,75,75,69,73,40,83,72,78,79,67,39,25,10,15,8,10,6
186,80,Netherlands,80,80,Left,3,3,3,2023,midfielder,30,1300000,winter,Serie A,2020,74,68,68,85,63,72,73,70,81,78,59,55,60,81,68,81,52,77,81,70,86,81,76,79,77,82,28,81,74,7,12,11,6,7
171,61,Italy,80,80,Left,2,5,4,2023,midfielder,28,2700000,summer,Serie A,2020,82,67,42,79,74,81,84,84,76,83,87,85,92,78,90,81,51,70,46,77,48,36,76,80,68,78,53,48,60,12,10,7,15,9
171,61,Italy,80,80,Left,2,5,4,2023,midfielder,28,22000000,summer,Serie A,2020,82,67,42,79,74,81,84,84,76,83,87,85,92,78,90,81,51,70,46,77,48,36,76,80,68,78,53,48,60,12,10,7,15,9
185,87,England,79,82,Right,2,5,4,2023,midfielder,26,4500000,summer,Premier League,2020,65,68,65,83,61,83,68,70,79,84,69,70,65,76,61,81,64,69,76,80,74,51,73,80,65,80,78,59,51,9,14,12,6,10
185,87,England,79,82,Right,2,5,4,2023,midfielder,27,4500000,summer,Premier League,2020,65,68,65,83,61,83,68,70,79,84,69,70,65,76,61,81,64,69,76,80,74,51,73,80,65,80,78,59,51,9,14,12,6,10
173,66,Turkey,78,86,Left,1,4,3,2023,attacker,23,3500000,summer,Premier League,2020,83,71,58,72,69,83,80,68,65,82,85,79,84,71,82,82,48,67,51,82,27,29,73,73,64,68,39,33,30,9,13,7,9,8
192,88,France,78,85,Right,1,4,3,2023,attacker,23,3500000,winter,Premier League,2020,39,81,81,65,73,76,53,32,41,72,74,88,70,76,53,73,77,65,85,63,71,26,81,59,74,66,78,31,22,8,8,7,13,11
190,79,Turkey,78,84,Right,1,4,3,2023,midfielder,26,3000000,winter,Premier League,2020,67,65,78,79,70,73,72,65,74,78,64,72,62,72,60,79,69,88,85,75,81,76,68,71,60,73,73,77,71,12,16,10,13,7
185,83,France,78,83,Right,2,3,2,2023,midfielder,23,7000000,summer,Ger Bundesliga,2020,56,42,76,77,43,60,36,45,68,71,64,60,59,75,68,76,81,85,82,58,85,82,51,67,48,68,38,82,74,11,15,16,10,15
187,80,France,78,81,Right,1,3,3,2023,midfielder,26,3500000,winter,Serie A,2020,69,48,75,80,55,80,54,54,78,80,68,65,67,76,61,75,74,84,86,77,77,74,74,75,55,78,78,76,71,13,7,7,13,11
182,87,Republic of Ireland,78,79,Right,1,4,3,2023,defender,28,16800000,summer,Premier League,2020,79,61,71,74,46,74,63,45,69,76,71,76,67,73,68,76,82,92,72,62,75,74,73,66,48,68,30,77,75,15,8,12,11,9
191,86,Senegal,78,79,Right,1,4,3,2023,attacker,29,1580000,winter,Premier League,2020,56,81,85,65,68,60,67,48,45,74,66,65,39,76,30,81,53,70,89,70,48,19,82,60,72,74,34,25,29,7,10,10,10,8
191,86,Senegal,78,79,Right,1,4,3,2023,attacker,28,2000000,summer,Super Lig,2020,56,81,85,65,68,60,67,48,45,74,66,65,39,76,30,81,53,70,89,70,48,19,82,60,72,74,34,25,29,7,10,10,10,8
196,86,Sweden,78,78,Right,1,2,1,2023,goalkeeper,30,1500000,summer,Premier League,2020,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,17,12,16,78,77,76,78,78
196,86,Sweden,78,78,Right,1,2,1,2023,goalkeeper,30,1500000,summer,Serie A,2020,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,17,12,16,78,77,76,78,78
183,78,Italy,77,87,Right,1,3,3,2023,attacker,23,2500000,winter,Laliga,2020,48,80,76,70,72,74,68,42,34,76,72,74,69,74,76,74,75,68,73,62,60,14,80,56,68,72,32,20,18,10,7,7,10,5
183,78,Italy,77,87,Right,1,3,3,2023,attacker,23,2500000,winter,Premier League,2020,48,80,76,70,72,74,68,42,34,76,72,74,69,74,76,74,75,68,73,62,60,14,80,56,68,72,32,20,18,10,7,7,10,5
181,75,Slovakia,77,83,Right,1,4,4,2023,midfielder,25,7000000,summer,Ger Bundesliga,2020,64,79,52,77,71,80,77,77,71,81,70,68,77,75,75,76,70,75,55,68,60,26,77,75,56,81,41,66,58,15,12,14,16,10
181,75,Slovakia,77,83,Right,1,4,4,2023,midfielder,25,4000000,summer,Ger Bundesliga,2020,64,79,52,77,71,80,77,77,71,81,70,68,77,75,75,76,70,75,55,68,60,26,77,75,56,81,41,66,58,15,12,14,16,10
197,86,Senegal,77,80,Right,1,2,1,2023,goalkeeper,28,24000000,summer,Premier League,2020,10,5,10,20,9,13,13,14,22,11,36,33,48,76,27,53,39,35,67,9,22,13,6,37,13,56,72,11,13,77,73,70,76,78
170,62,Germany,77,79,Right,2,4,3,2023,midfielder,26,7000000,summer,Ger Bundesliga,2020,73,65,45,78,66,84,77,70,72,79,88,77,90,74,89,70,65,76,46,62,71,52,68,75,61,72,79,55,55,15,11,6,14,16
170,62,Germany,77,79,Right,2,4,3,2023,midfielder,26,2800000,summer,Ger Bundesliga,2020,73,65,45,78,66,84,77,70,72,79,88,77,90,74,89,70,65,76,46,62,71,52,68,75,61,72,79,55,55,15,11,6,14,16
186,80,Italy,77,78,Left,2,3,3,2023,attacker,28,1600000,winter,Serie A,2020,60,78,72,66,74,76,66,42,50,79,90,90,80,76,72,72,76,67,68,66,40,30,80,58,66,74,42,20,18,8,14,13,15,15
183,76,Italy,76,86,Left,1,3,3,2023,midfielder,23,15000000,summer,Serie A,2020,65,59,65,78,55,76,66,57,76,76,52,63,72,74,74,70,67,76,75,69,67,75,62,76,52,69,76,75,69,13,14,9,14,16
183,76,Italy,76,86,Left,1,3,3,2023,midfielder,23,10000000,winter,Serie A,2020,65,59,65,78,55,76,66,57,76,76,52,63,72,74,74,70,67,76,75,69,67,75,62,76,52,69,76,75,69,13,14,9,14,16
183,76,Italy,76,86,Left,1,3,3,2023,midfielder,23,1050000,winter,Serie A,2020,65,59,65,78,55,76,66,57,76,76,52,63,72,74,74,70,67,76,75,69,67,75,62,76,52,69,76,75,69,13,14,9,14,16
183,76,Italy,76,86,Left,1,3,3,2023,midfielder,23,10000000,summer,Serie A,2020,65,59,65,78,55,76,66,57,76,76,52,63,72,74,74,70,67,76,75,69,67,75,62,76,52,69,76,75,69,13,14,9,14,16
180,74,Argentina,76,84,Right,1,4,3,2023,attacker,24,2500000,summer,Serie A,2020,65,78,67,68,64,80,43,42,67,77,82,78,76,68,66,74,71,76,72,67,33,12,79,55,69,69,45,18,25,6,14,11,11,10
196,77,England,76,83,Right,1,3,1,2023,goalkeeper,25,2500000,summer,Premier League,2020,14,15,14,32,19,20,20,15,41,27,48,49,40,69,42,53,64,31,66,17,28,22,14,51,25,57,22,16,14,76,73,70,74,79
178,70,France,76,82,Right,1,2,3,2023,defender,26,4500000,winter,Ligue 1,2020,73,40,74,72,32,66,58,42,64,71,69,76,64,68,73,65,81,83,76,45,62,77,63,56,44,69,60,80,79,8,14,16,13,7
171,66,Netherlands,75,86,Right,1,4,4,2023,attacker,21,1000000,summer,Ger Bundesliga,2020,71,70,52,68,67,81,72,58,54,78,90,87,84,67,83,77,64,67,53,76,63,25,66,69,66,74,74,32,27,5,6,14,7,12
177,71,England,75,84,Right,1,3,4,2023,midfielder,23,6000000,summer,Premier League,2020,71,56,54,74,44,77,60,36,69,76,83,87,79,72,71,65,55,78,66,62,58,70,66,72,54,77,42,73,69,15,9,7,10,13
177,71,England,75,84,Right,1,3,4,2023,midfielder,23,6000000,winter,Premier League,2020,71,56,54,74,44,77,60,36,69,76,83,87,79,72,71,65,55,78,66,62,58,70,66,72,54,77,42,73,69,15,9,7,10,13
183,79,Germany,75,83,Right,2,4,4,2023,defender,23,20000000,summer,Ger Bundesliga,2020,75,50,59,75,53,78,73,49,66,77,75,77,76,73,69,62,65,75,68,46,61,76,62,66,59,74,76,73,70,8,9,13,12,14
